일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV20210,>35,Master,Man,No,Dev,15,9,Germany,85742,16
DEV20211,<35,Undergraduate,Man,No,Dev,6,1,India,4644,10
DEV20212,>35,Undergraduate,Man,No,Dev,25,20,Germany,69318,11
DEV20213,>35,Master,Man,No,Dev,22,22,Germany,54388,4
DEV20214,<35,Undergraduate,Man,No,Dev,5,3,India,51589,24
DEV20215,>35,Master,Man,No,Dev,20,16,United Kingdom of Great Britain and Northern Ireland,91089,3
DEV20216,>35,Master,Man,No,Dev,24,18,United Kingdom of Great Britain and Northern Ireland,150767,13
DEV20217,<35,Undergraduate,Man,Yes,Dev,4,5,United Kingdom of Great Britain and Northern Ireland,48371,8
DEV20218,<35,Undergraduate,Man,No,Dev,7,6,Germany,82116,12
DEV20219,<35,Undergraduate,Man,No,Dev,7,5,United Kingdom of Great Britain and Northern Ireland,59050,7
DEV20220,<35,Other,Man,No,Dev,3,2,Germany,94056,21
DEV20221,<35,Undergraduate,Man,No,Dev,6,3,India,70935,12
DEV20222,<35,Undergraduate,Man,No,Dev,11,5,Germany,34548,10
DEV20223,<35,NoHigherEd,Man,No,Dev,10,8,Germany,112620,28
DEV20224,<35,Undergraduate,Man,No,Dev,18,18,United Kingdom of Great Britain and Northern Ireland,81666,16
DEV20225,<35,Other,Man,No,Dev,11,6,United Kingdom of Great Britain and Northern Ireland,59873,13
DEV20226,<35,Master,Man,No,Dev,14,8,Germany,74117,15
DEV20227,>35,NoHigherEd,Man,Yes,Dev,22,22,Germany,97899,16
DEV20228,<35,Undergraduate,Man,No,Dev,12,7,United Kingdom of Great Britain and Northern Ireland,62820,14
DEV20229,>35,Undergraduate,Man,No,NotDev,18,11,India,33533,7
DEV20230,<35,Other,Man,No,Dev,6,4,India,77383,21
DEV20231,<35,Undergraduate,Man,No,Dev,14,3,India,4644,13
DEV20232,<35,Master,Man,No,Dev,15,9,Germany,79983,11
DEV20233,<35,Master,Man,No,Dev,12,9,United Kingdom of Great Britain and Northern Ireland,175895,17
DEV20234,>35,Undergraduate,Man,No,Dev,42,32,United Kingdom of Great Britain and Northern Ireland,84178,14
DEV20235,<35,Undergraduate,Man,Yes,Dev,15,8,United Kingdom of Great Britain and Northern Ireland,62820,7
DEV20236,<35,Undergraduate,Man,No,Dev,8,5,Japan,32940,5
DEV20237,<35,Master,Woman,No,Dev,5,4,United Kingdom of Great Britain and Northern Ireland,50256,8
DEV20238,<35,Undergraduate,Man,Yes,Dev,15,12,Germany,85315,23
DEV20239,<35,Undergraduate,Man,Yes,Dev,3,2,India,14187,7
DEV20240,<35,Undergraduate,Woman,No,NotDev,6,2,India,2472,2
DEV20241,>35,Undergraduate,Man,No,Dev,42,32,United Kingdom of Great Britain and Northern Ireland,75384,24
DEV20242,<35,Other,Man,No,Dev,13,9,Germany,59720,5
DEV20243,>35,NoHigherEd,Man,No,Dev,7,6,Germany,71451,29
DEV20244,>35,Undergraduate,Man,No,Dev,9,9,United Kingdom of Great Britain and Northern Ireland,87948,7
DEV20245,<35,Undergraduate,Man,No,Dev,9,6,India,69645,17
DEV20246,>35,Undergraduate,Man,No,Dev,20,12,Germany,51192,20
DEV20247,<35,Undergraduate,Man,No,Dev,5,2,India,3869,11
DEV20248,<35,Undergraduate,Man,No,Dev,10,6,India,7740,11
DEV20249,>35,Undergraduate,Man,No,Dev,32,10,United Kingdom of Great Britain and Northern Ireland,62820,15
DEV20250,<35,Undergraduate,Man,No,NotDev,14,10,Germany,81049,15
DEV20251,>35,Other,Man,No,Dev,29,20,Germany,46070,7
DEV20252,<35,Undergraduate,Man,No,Dev,14,7,Germany,95979,11
DEV20253,>35,Master,Man,No,Dev,27,13,Germany,114109,11
DEV20254,<35,Undergraduate,Man,No,Dev,6,3,United Kingdom of Great Britain and Northern Ireland,65332,22
DEV20255,<35,Undergraduate,Man,No,Dev,18,9,India,12384,8
DEV20256,>35,Undergraduate,Man,No,Dev,40,34,Japan,180000,11
DEV20257,<35,Master,Man,No,Dev,30,13,United Kingdom of Great Britain and Northern Ireland,63192,17
DEV20258,>35,Undergraduate,Man,No,Dev,17,16,United Kingdom of Great Britain and Northern Ireland,152024,16
DEV20259,<35,Undergraduate,Man,Yes,Dev,16,10,United Kingdom of Great Britain and Northern Ireland,79555,20
DEV20260,<35,Undergraduate,NonBinary,Yes,Dev,4,4,United Kingdom of Great Britain and Northern Ireland,50256,15
DEV20261,<35,Master,Man,Yes,Dev,16,10,Germany,79983,17
DEV20262,<35,Undergraduate,Man,No,Dev,12,7,Germany,72518,13
DEV20263,>35,PhD,NonBinary,No,NotDev,13,13,Germany,63984,13
DEV20264,<35,Master,Man,No,NotDev,15,11,Germany,102378,9
DEV20265,>35,PhD,Woman,No,NotDev,36,25,United Kingdom of Great Britain and Northern Ireland,75384,3
DEV20266,<35,Undergraduate,Man,No,Dev,5,1,India,2016,20
DEV20267,<35,Master,Man,No,Dev,6,2,United Kingdom of Great Britain and Northern Ireland,62820,14
DEV20268,<35,Undergraduate,Man,No,Dev,14,6,Germany,63986,14
DEV20269,>35,Other,Man,No,Dev,43,30,United Kingdom of Great Britain and Northern Ireland,106793,20
DEV20270,<35,Master,Man,No,Dev,7,1,India,15792,17
DEV20271,<35,Undergraduate,Man,No,Dev,7,5,India,4643,9
DEV20272,<35,Master,Man,No,Dev,7,5,Germany,55455,11
DEV20273,>35,PhD,Man,No,Dev,22,12,Japan,117629,10
DEV20274,<35,Undergraduate,Man,No,Dev,8,4,Germany,11200,10
DEV20275,>35,Master,Man,No,Dev,35,26,Germany,95979,19
DEV20276,<35,Master,Man,Yes,Dev,9,4,India,27084,19
DEV20277,>35,Undergraduate,Man,No,Dev,16,12,India,51589,14
DEV20278,<35,Master,Man,No,Dev,14,7,Germany,89580,16
DEV20279,<35,Master,Man,No,Dev,15,8,Germany,58654,19
DEV20280,<35,Undergraduate,Man,No,Dev,6,4,India,25794,3
DEV20281,<35,Other,Man,No,Dev,10,6,Germany,60144,9
DEV20282,<35,Undergraduate,Man,Yes,Dev,19,3,Germany,62387,11
DEV20283,<35,Master,Man,No,Dev,13,7,India,33275,4
DEV20284,<35,Undergraduate,Man,Yes,Dev,15,10,India,11604,13
DEV20285,<35,Undergraduate,Man,Yes,Dev,5,2,Germany,38388,11
DEV20286,<35,Undergraduate,Man,No,Dev,9,6,Germany,83184,30
DEV20287,<35,Master,Woman,Yes,Dev,14,11,United States of America,185000,18
DEV20288,<35,Master,Man,No,Dev,5,4,Germany,181294,9
DEV20289,<35,Undergraduate,Man,No,Dev,7,2,Germany,53748,15
DEV20290,<35,Master,Man,Yes,NotDev,7,0,Germany,44148,4
DEV20291,>35,PhD,Man,No,NotDev,22,12,Germany,63986,7
DEV20292,>35,Undergraduate,Man,Yes,Dev,23,19,Germany,88514,8
DEV20293,<35,Undergraduate,Man,No,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,59050,14
DEV20294,<35,Undergraduate,Man,No,Dev,12,6,Germany,61693,7
DEV20295,>35,Other,Man,No,Dev,28,26,United Kingdom of Great Britain and Northern Ireland,138203,20
DEV20296,>35,Undergraduate,Man,No,Dev,21,11,Germany,79983,16
DEV20297,>35,Undergraduate,Man,Yes,Dev,3,0,Germany,57588,9
DEV20298,>35,Master,Man,No,Dev,35,22,Japan,77243,11
DEV20299,<35,Undergraduate,Man,No,Dev,24,14,Germany,65053,21
DEV20300,>35,Master,Man,Yes,Dev,20,10,Germany,72518,11
DEV20301,>35,Master,Man,No,Dev,28,23,Germany,115175,24
DEV20302,>35,PhD,Man,No,NotDev,20,13,Canada,175689,8
DEV20303,>35,Undergraduate,Man,No,Dev,20,18,United Kingdom of Great Britain and Northern Ireland,59050,11
DEV20304,>35,Undergraduate,Man,Yes,Dev,26,18,United Kingdom of Great Britain and Northern Ireland,41461,16
DEV20305,<35,Other,Man,No,NotDev,5,2,Germany,14712,5
DEV20306,<35,Undergraduate,Man,No,Dev,14,8,Germany,69318,4
DEV20307,>35,Master,Man,Yes,NotDev,24,22,United Kingdom of Great Britain and Northern Ireland,72871,16
DEV20308,<35,Master,Man,Yes,Dev,11,6,Germany,90647,16
DEV20309,<35,Undergraduate,Woman,No,Dev,24,12,India,21925,11
DEV20310,>35,Master,Man,No,Dev,20,15,Japan,54893,23
DEV20311,<35,Undergraduate,Man,No,Dev,15,6,United Kingdom of Great Britain and Northern Ireland,188459,12
DEV20312,>35,Master,Man,No,Dev,20,3,United Kingdom of Great Britain and Northern Ireland,75384,4
DEV20313,>35,Undergraduate,Man,Yes,Dev,18,14,United Kingdom of Great Britain and Northern Ireland,65332,10
DEV20314,>35,NoHigherEd,Woman,No,Dev,30,12,Germany,85315,8
DEV20315,<35,Undergraduate,Man,Yes,Dev,15,10,India,88000,10
DEV20316,<35,Undergraduate,Man,No,Dev,4,4,India,15480,3
DEV20317,>35,Master,Man,Yes,Dev,20,10,Germany,101312,16
DEV20318,<35,Undergraduate,Man,No,Dev,7,5,Germany,59720,18
DEV20319,<35,NoHigherEd,Man,No,Dev,20,6,Germany,74651,25
DEV20320,<35,NoHigherEd,Man,No,Dev,8,4,Germany,45857,11
DEV20321,<35,Other,Man,No,Dev,7,6,Germany,74651,19
DEV20322,<35,Undergraduate,Man,No,Dev,9,5,India,83832,9
DEV20323,>35,Other,Man,No,NotDev,20,20,Germany,85315,15
DEV20324,<35,Undergraduate,Man,No,Dev,6,3,India,4644,9
DEV20325,>35,Other,Man,No,Dev,15,15,United States of America,96000,14
DEV20326,>35,Undergraduate,Man,No,Dev,32,25,United Kingdom of Great Britain and Northern Ireland,69102,18
DEV20327,>35,Master,Man,No,NotDev,30,27,Germany,79983,3
DEV20328,<35,Master,NonBinary,No,Dev,4,1,Germany,59720,6
DEV20329,<35,Undergraduate,Man,Yes,Dev,3,2,India,2784,14
DEV20330,>35,Master,Man,No,Dev,22,18,Germany,76788,8
DEV20331,>35,Master,Man,No,NotDev,16,15,India,33533,6
DEV20332,>35,Master,Man,No,NotDev,17,14,United Kingdom of Great Britain and Northern Ireland,125639,10
DEV20333,>35,Undergraduate,Man,Yes,Dev,18,15,India,36693,13
DEV20334,<35,Other,Woman,Yes,Dev,15,2,Germany,40951,20
DEV20335,<35,Other,Man,No,Dev,5,2,India,4385,7
DEV20336,<35,Undergraduate,Woman,Yes,Dev,15,9,United Kingdom of Great Britain and Northern Ireland,57794,5
DEV20337,<35,Other,Man,No,Dev,8,4,Germany,51192,20
DEV20338,<35,Master,Man,No,Dev,10,5,United Kingdom of Great Britain and Northern Ireland,40205,5
DEV20339,<35,Master,Man,Yes,Dev,15,8,Germany,63986,14
DEV20340,>35,PhD,NonBinary,Yes,Dev,26,13,Germany,72518,11
DEV20341,<35,Undergraduate,Man,No,Dev,15,13,United Kingdom of Great Britain and Northern Ireland,129409,17
DEV20342,<35,NoHigherEd,Man,Yes,Dev,7,2,Germany,12924,26
DEV20343,<35,Undergraduate,Man,No,Dev,8,2,India,9802,14
DEV20344,<35,Master,Man,No,Dev,13,7,United Kingdom of Great Britain and Northern Ireland,94230,24
DEV20345,>35,Master,Man,No,Dev,33,25,Germany,117308,13
DEV20346,>35,Master,Man,No,Dev,27,18,United Kingdom of Great Britain and Northern Ireland,125639,19
DEV20347,<35,Undergraduate,Man,No,Dev,9,5,India,8357,10
DEV20348,<35,Undergraduate,Man,No,Dev,11,7,India,14058,4
DEV20349,>35,PhD,Man,No,Dev,42,32,United States of America,180000,5
DEV20350,<35,PhD,Man,No,Dev,10,4,United Kingdom of Great Britain and Northern Ireland,81666,7
DEV20351,<35,Master,Man,No,Dev,6,4,Germany,66120,19
DEV20352,<35,Undergraduate,Man,No,Dev,8,2,United Kingdom of Great Britain and Northern Ireland,37692,19
DEV20353,<35,Other,Man,Yes,Dev,10,6,United Kingdom of Great Britain and Northern Ireland,37692,12
DEV20354,>35,Undergraduate,Man,No,Dev,25,17,India,96729,21
DEV20355,>35,Undergraduate,Man,No,Dev,14,7,United Kingdom of Great Britain and Northern Ireland,47743,19
DEV20356,<35,Undergraduate,Woman,Yes,Dev,12,10,United Kingdom of Great Britain and Northern Ireland,150767,39
DEV20357,<35,NoHigherEd,Man,Yes,Dev,9,4,United Kingdom of Great Britain and Northern Ireland,57794,19
DEV20358,>35,Undergraduate,Man,No,Dev,14,11,Germany,141836,15
DEV20359,>35,Master,Man,No,Dev,7,5,United Kingdom of Great Britain and Northern Ireland,56538,17
DEV20360,>35,Undergraduate,Man,Yes,Dev,29,19,United Kingdom of Great Britain and Northern Ireland,131921,17
DEV20361,>35,Other,Man,No,Dev,37,25,United Kingdom of Great Britain and Northern Ireland,52769,10
DEV20362,>35,Undergraduate,Man,No,Dev,37,24,Germany,127972,16
DEV20363,<35,Undergraduate,Man,No,Dev,15,11,Germany,46068,23
DEV20364,>35,Master,Man,Yes,Dev,16,16,United Kingdom of Great Britain and Northern Ireland,83927,13
DEV20365,<35,Undergraduate,Man,No,Dev,13,7,United Kingdom of Great Britain and Northern Ireland,54025,14
DEV20366,<35,Undergraduate,NonBinary,No,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,69102,6
DEV20367,>35,Undergraduate,Man,No,Dev,6,4,United Kingdom of Great Britain and Northern Ireland,100511,14
DEV20368,<35,NoHigherEd,Man,No,Dev,5,3,South Korea,39577,16
DEV20369,<35,Undergraduate,Man,No,Dev,13,6,India,29019,16
DEV20370,<35,Undergraduate,Man,No,Dev,7,7,India,23215,11
DEV20371,>35,PhD,Man,No,Dev,5,4,Germany,85315,2
DEV20372,>35,Master,Man,Yes,Dev,35,25,Germany,133305,8
DEV20373,>35,PhD,Woman,No,NotDev,14,5,United States of America,59000,4
DEV20374,<35,Undergraduate,Woman,No,Dev,10,6,India,29664,13
DEV20375,>35,Master,Woman,No,Dev,20,18,United States of America,112000,3
DEV20376,>35,Master,Man,No,NotDev,30,25,United Kingdom of Great Britain and Northern Ireland,194741,7
DEV20377,>35,Other,Man,No,NotDev,14,8,United States of America,72000,3
DEV20378,<35,Master,Man,No,NotDev,4,3,Germany,37620,1
DEV20379,<35,Master,Man,No,Dev,15,6,United Kingdom of Great Britain and Northern Ireland,213587,15
DEV20380,<35,Undergraduate,Man,No,Dev,4,1,United Kingdom of Great Britain and Northern Ireland,37692,11
DEV20381,>35,Master,Man,No,Dev,20,17,Germany,93846,22
DEV20382,>35,Undergraduate,Man,No,Dev,40,28,United Kingdom of Great Britain and Northern Ireland,94230,11
DEV20383,<35,Undergraduate,Man,No,Dev,14,10,United Kingdom of Great Britain and Northern Ireland,175895,23
DEV20384,<35,Undergraduate,Man,No,Dev,17,15,Germany,70385,15
DEV20385,>35,Undergraduate,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,94230,25
DEV20386,>35,Undergraduate,NonBinary,Yes,Dev,25,13,United States of America,210000,11
DEV20387,>35,Master,Man,No,Dev,33,13,Germany,113042,12
DEV20388,<35,Undergraduate,Man,Yes,Dev,5,0,India,1860,11
DEV20389,>35,Master,Man,No,Dev,20,11,Germany,79983,8
DEV20390,>35,Master,Man,No,Dev,21,11,Japan,58814,12
DEV20391,<35,Undergraduate,Man,No,Dev,5,1,India,4644,15
DEV20392,<35,Undergraduate,Man,No,Dev,10,6,India,38688,19
DEV20393,>35,Other,Man,Yes,Dev,40,27,United Kingdom of Great Britain and Northern Ireland,143232,20
DEV20394,<35,Master,Man,No,Dev,9,4,India,8744,8
DEV20395,<35,Undergraduate,Man,No,Dev,11,8,United Kingdom of Great Britain and Northern Ireland,46487,18
DEV20396,>35,NoHigherEd,Man,No,Dev,23,20,Germany,90647,14
DEV20397,<35,Undergraduate,Man,Yes,Dev,6,5,India,32243,18
DEV20398,>35,Undergraduate,Man,No,Dev,18,18,United Kingdom of Great Britain and Northern Ireland,100511,20
DEV20399,>35,Undergraduate,Man,Yes,NotDev,40,30,United States of America,140000,14
DEV20400,<35,NoHigherEd,Man,No,Dev,7,4,Germany,40308,6
DEV20401,<35,Master,Man,No,Dev,8,3,India,3864,5
DEV20402,>35,Master,Man,No,Dev,22,10,Germany,64104,7
DEV20403,>35,Master,Man,Yes,Dev,35,20,United Kingdom of Great Britain and Northern Ireland,71614,17
DEV20404,>35,PhD,Man,No,Dev,20,9,United Kingdom of Great Britain and Northern Ireland,51420,11
DEV20405,<35,Undergraduate,Man,Yes,Dev,14,11,United States of America,150000,28
DEV20406,>35,Undergraduate,Man,Yes,Dev,35,11,United Kingdom of Great Britain and Northern Ireland,62820,13
DEV20407,<35,Master,Woman,No,Dev,6,4,Germany,68340,7
DEV20408,>35,Master,Man,No,Dev,12,10,Germany,98112,13
DEV20409,>35,Master,Man,No,Dev,23,18,India,15480,32
DEV20410,>35,Master,Man,No,Dev,30,21,United Kingdom of Great Britain and Northern Ireland,119357,24
DEV20411,<35,Other,Man,No,Dev,10,6,Germany,74651,7
DEV20412,>35,Master,Man,No,Dev,4,2,Germany,55455,6
DEV20413,<35,Undergraduate,Man,No,Dev,6,2,India,15480,20
DEV20414,<35,Undergraduate,Man,No,Dev,5,3,India,1860,27
DEV20415,<35,Undergraduate,Man,Yes,Dev,2,0,India,5268,11
DEV20416,<35,Master,Man,No,Dev,10,6,India,15480,10
DEV20417,<35,Undergraduate,Man,No,Dev,7,5,United Kingdom of Great Britain and Northern Ireland,73813,16
DEV20418,>35,Master,Man,No,Dev,22,15,Canada,210827,18
DEV20419,<35,Undergraduate,Man,Yes,Dev,10,8,United Kingdom of Great Britain and Northern Ireland,95486,17
DEV20420,>35,Master,Man,No,Dev,25,11,Germany,106644,10
DEV20421,<35,NoHigherEd,Man,Yes,Dev,20,12,Germany,40956,26
DEV20422,<35,Undergraduate,Man,Yes,Dev,20,6,United Kingdom of Great Britain and Northern Ireland,43974,4
DEV20423,>35,Master,Man,No,Dev,6,6,Canada,70276,5
DEV20424,<35,Master,Man,No,Dev,14,5,Germany,64146,17
DEV20425,>35,Other,Man,No,Dev,15,15,Germany,85315,13
DEV20426,<35,Undergraduate,Man,No,Dev,14,12,India,21925,4
DEV20427,<35,Undergraduate,Man,No,Dev,4,4,Germany,63986,2
DEV20428,<35,NoHigherEd,Man,Yes,Dev,20,12,Germany,63986,24
DEV20429,<35,Undergraduate,Man,Yes,Dev,2,1,India,2316,9
DEV20430,>35,Undergraduate,Man,No,Dev,41,24,Germany,76788,2
DEV20431,>35,Undergraduate,Man,No,Dev,20,15,United Kingdom of Great Britain and Northern Ireland,67845,2
DEV20432,>35,Other,Man,No,Dev,36,25,United States of America,150000,4
DEV20433,>35,PhD,Man,No,Dev,25,12,United Kingdom of Great Britain and Northern Ireland,73499,9
DEV20434,>35,NoHigherEd,Man,No,NotDev,36,32,Germany,149301,14
DEV20435,<35,Undergraduate,Man,Yes,Dev,13,5,United Kingdom of Great Britain and Northern Ireland,50256,9
DEV20436,<35,Undergraduate,Man,No,Dev,15,5,Germany,33276,15
DEV20437,>35,Undergraduate,Man,No,Dev,18,17,United Kingdom of Great Britain and Northern Ireland,87948,10
DEV20438,<35,Undergraduate,Man,No,Dev,10,3,United States of America,78000,10
DEV20439,<35,Master,Man,Yes,Dev,11,10,United Kingdom of Great Britain and Northern Ireland,71614,10
DEV20440,<35,NoHigherEd,Man,No,Dev,2,1,Germany,12792,18
DEV20441,<35,Undergraduate,Man,No,Dev,7,3,Germany,47990,18
DEV20442,>35,Master,Woman,No,Dev,30,28,Germany,106644,3
DEV20443,>35,Undergraduate,Man,No,Dev,20,20,United Kingdom of Great Britain and Northern Ireland,100511,27
DEV20444,>35,Undergraduate,Man,Yes,Dev,20,18,United Kingdom of Great Britain and Northern Ireland,119357,25
DEV20445,<35,Undergraduate,Man,No,Dev,10,6,India,38692,26
DEV20446,<35,Undergraduate,Man,No,Dev,12,3,Germany,50123,15
DEV20447,<35,Undergraduate,Man,No,NotDev,3,0,India,2316,4
DEV20448,>35,Undergraduate,Man,No,NotDev,21,17,United Kingdom of Great Britain and Northern Ireland,50256,13
DEV20449,<35,Undergraduate,Man,No,Dev,12,8,India,27084,12
DEV20450,>35,Master,Man,No,Dev,23,19,United States of America,220000,15
DEV20451,<35,Undergraduate,Man,No,Dev,7,6,India,12384,14
DEV20452,>35,PhD,Man,Yes,Dev,21,14,United Kingdom of Great Britain and Northern Ireland,154536,9
DEV20453,<35,Undergraduate,Man,Yes,Dev,8,0,Germany,44790,10
DEV20454,<35,NoHigherEd,Man,Yes,Dev,8,2,Germany,35832,11
DEV20455,<35,Master,Man,No,Dev,10,5,Germany,74651,7
DEV20456,<35,Undergraduate,Man,No,Dev,12,2,United Kingdom of Great Britain and Northern Ireland,40205,15
DEV20457,<35,Undergraduate,Man,No,Dev,6,1,India,3864,33
DEV20458,<35,Undergraduate,Man,No,NotDev,8,5,India,21672,9
DEV20459,>35,Other,Man,Yes,Dev,18,12,Germany,79983,17
DEV20460,<35,PhD,Man,Yes,Dev,7,3,United States of America,153000,3
DEV20461,>35,Undergraduate,Man,No,Dev,30,25,Germany,70380,15
DEV20462,>35,PhD,Man,No,Dev,31,21,Germany,72983,8
DEV20463,>35,Master,Man,No,Dev,20,15,Germany,83184,15
DEV20464,<35,Undergraduate,Man,No,Dev,8,8,India,30948,11
DEV20465,<35,Other,Man,Yes,Dev,10,0,United Kingdom of Great Britain and Northern Ireland,35189,14
DEV20466,<35,Undergraduate,Man,No,Dev,4,3,United Kingdom of Great Britain and Northern Ireland,59050,8
DEV20467,<35,PhD,Man,No,Dev,14,6,United Kingdom of Great Britain and Northern Ireland,87948,6
DEV20468,>35,Master,Man,No,Dev,50,7,United States of America,150000,5
DEV20469,<35,Undergraduate,Man,No,Dev,4,0,India,12897,13
DEV20470,>35,PhD,Woman,No,NotDev,5,5,United States of America,126000,3
DEV20471,<35,Undergraduate,Man,No,Dev,9,4,United Kingdom of Great Britain and Northern Ireland,56538,11
DEV20472,<35,NoHigherEd,Man,No,Dev,7,7,United Kingdom of Great Britain and Northern Ireland,81666,24
DEV20473,>35,Master,Man,No,Dev,25,11,Germany,63986,4
DEV20474,<35,Other,Man,No,Dev,6,5,India,6964,8
DEV20475,<35,Undergraduate,Man,No,Dev,10,5,Germany,77850,11
DEV20476,>35,Undergraduate,Man,No,Dev,24,19,United Kingdom of Great Britain and Northern Ireland,62820,22
DEV20477,<35,Undergraduate,Man,Yes,Dev,10,3,United Kingdom of Great Britain and Northern Ireland,40205,18
DEV20478,<35,Undergraduate,Man,No,Dev,6,2,United States of America,82000,15
DEV20479,>35,Master,Man,Yes,Dev,20,12,Germany,51189,5
DEV20480,<35,Other,Man,No,Dev,2,0,India,5112,4
DEV20481,<35,NoHigherEd,Man,No,Dev,3,0,Germany,12792,10
DEV20482,<35,Undergraduate,Woman,No,Dev,6,0,Germany,47990,12
DEV20483,<35,Master,Man,No,Dev,7,4,India,15477,8
DEV20484,>35,Undergraduate,Man,No,Dev,25,20,United Kingdom of Great Britain and Northern Ireland,69102,13
DEV20485,<35,Master,Man,No,Dev,2,2,India,4644,3
DEV20486,<35,Undergraduate,Man,No,Dev,9,7,India,77388,9
DEV20487,<35,NoHigherEd,Man,No,Dev,9,8,Germany,70385,23
DEV20488,<35,Master,Man,No,Dev,10,5,Germany,74220,7
DEV20489,<35,Undergraduate,Man,No,Dev,6,4,United States of America,123500,11
DEV20490,<35,Undergraduate,Man,No,Dev,8,6,India,4643,6
DEV20491,<35,NoHigherEd,Man,Yes,Dev,5,3,Germany,32760,11
DEV20492,<35,Undergraduate,Man,No,Dev,3,2,India,4644,19
DEV20493,>35,Other,Man,Yes,Dev,20,7,Germany,170630,13
DEV20494,>35,Undergraduate,Man,No,Dev,28,21,United States of America,120000,11
DEV20495,>35,Undergraduate,Man,No,NotDev,26,26,United States of America,220000,11
DEV20496,<35,PhD,NonBinary,No,Dev,7,4,United Kingdom of Great Britain and Northern Ireland,72871,11
DEV20497,<35,Undergraduate,Woman,No,Dev,19,4,India,9286,12
DEV20498,>35,Undergraduate,Man,Yes,Dev,29,24,United Kingdom of Great Britain and Northern Ireland,69102,14
DEV20499,<35,Master,Man,No,Dev,14,3,India,32772,11
DEV20500,<35,Master,Man,No,Dev,9,7,Germany,61853,6
DEV20501,<35,Master,Man,No,Dev,11,5,India,9288,11
DEV20502,>35,Other,Man,No,Dev,40,29,United States of America,134217,9
DEV20503,>35,Undergraduate,Man,Yes,Dev,17,13,Germany,106644,12
DEV20504,<35,Other,Woman,Yes,Dev,14,3,Canada,66372,17
DEV20505,<35,Undergraduate,Man,No,Dev,12,7,Germany,63986,22
DEV20506,<35,Undergraduate,Man,No,Dev,12,12,India,25794,7
DEV20507,>35,NoHigherEd,NonBinary,Yes,Dev,35,26,United Kingdom of Great Britain and Northern Ireland,188459,20
DEV20508,<35,Master,Man,No,Dev,16,11,United States of America,128000,12
DEV20509,<35,NoHigherEd,Man,No,Dev,20,12,United States of America,175000,18
DEV20510,<35,Master,Man,Yes,Dev,19,11,United Kingdom of Great Britain and Northern Ireland,150768,16
DEV20511,>35,Master,Man,No,Dev,16,17,India,25794,7
DEV20512,<35,Master,Man,Yes,Dev,15,11,United Kingdom of Great Britain and Northern Ireland,56538,14
DEV20513,<35,Undergraduate,Man,No,Dev,8,3,United Kingdom of Great Britain and Northern Ireland,41800,13
DEV20514,>35,Master,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,121870,15
DEV20515,<35,Undergraduate,Man,No,Dev,5,1,India,3096,14
DEV20516,<35,Master,Man,Yes,Dev,18,9,United Kingdom of Great Britain and Northern Ireland,75384,5
DEV20517,<35,Master,Man,No,Dev,17,12,Germany,31992,12
DEV20518,<35,Undergraduate,NonBinary,Yes,Dev,13,3,Germany,43512,35
DEV20519,<35,Master,Man,No,Dev,13,7,United Kingdom of Great Britain and Northern Ireland,62820,18
DEV20520,<35,Undergraduate,Man,No,Dev,14,10,India,11607,16
DEV20521,>35,Master,Man,No,Dev,22,13,Germany,68252,16
DEV20522,<35,Undergraduate,Man,No,Dev,8,4,India,38692,16
DEV20523,>35,Other,Man,No,Dev,43,37,United States of America,45000,5
DEV20524,<35,Other,Man,No,Dev,17,4,Germany,28152,23
DEV20525,<35,Undergraduate,Man,No,Dev,15,4,Canada,195210,26
DEV20526,<35,Undergraduate,Man,No,Dev,8,3,United States of America,135000,17
DEV20527,<35,Master,Man,Yes,Dev,15,8,United Kingdom of Great Britain and Northern Ireland,81666,14
DEV20528,>35,Master,Man,No,Dev,35,30,Canada,140551,24
DEV20529,>35,Undergraduate,Man,No,Dev,30,25,Germany,191959,11
DEV20530,<35,Other,Man,Yes,Dev,15,11,Germany,46923,13
DEV20531,<35,PhD,Man,No,Dev,14,5,Germany,90647,4
DEV20532,<35,Undergraduate,Man,No,Dev,5,1,Canada,52512,9
DEV20533,<35,Undergraduate,Man,Yes,Dev,3,0,India,9286,11
DEV20534,<35,NoHigherEd,Man,No,Dev,4,2,Germany,35726,6
DEV20535,>35,Undergraduate,Man,Yes,Dev,13,11,United States of America,170000,25
DEV20536,<35,Master,Man,Yes,Dev,6,2,Germany,67186,12
DEV20537,<35,Undergraduate,Man,No,Dev,10,4,United States of America,150000,6
DEV20538,<35,Undergraduate,Man,No,Dev,7,1,India,123816,9
DEV20539,>35,Undergraduate,Man,Yes,Dev,11,9,Canada,132743,4
DEV20540,<35,Undergraduate,Man,No,Dev,5,1,India,9600,12
DEV20541,<35,Master,Man,No,Dev,20,10,United Kingdom of Great Britain and Northern Ireland,91717,16
DEV20542,>35,NoHigherEd,Man,No,Dev,23,16,United Kingdom of Great Britain and Northern Ireland,80409,15
DEV20543,>35,Master,Man,No,NotDev,20,15,United States of America,90000,8
DEV20544,<35,Master,Man,No,Dev,7,2,Canada,106194,11
